Datetime,Close,Open,High,Low
2022-03-01 08:45:00+00:00,2919.82177734375,2923.854736328125,2923.854736328125,2919.82177734375
2022-03-01 09:00:00+00:00,2917.33349609375,2921.94482421875,2923.640625,2916.048095703125
2022-03-01 09:15:00+00:00,2907.419189453125,2915.434326171875,2915.434326171875,2907.419189453125
2022-03-01 09:30:00+00:00,2895.0927734375,2906.641357421875,2906.641357421875,2895.0927734375
2022-03-01 09:45:00+00:00,2894.3193359375,2896.250732421875,2900.799072265625,2894.3193359375
2022-03-01 10:00:00+00:00,2869.70703125,2894.236328125,2898.859375,2868.93896484375
2022-03-01 10:15:00+00:00,2881.7509765625,2876.939208984375,2883.070556640625,2876.939208984375
2022-03-01 10:30:00+00:00,2893.73681640625,2881.284423828125,2893.73681640625,2879.082275390625
2022-03-01 10:45:00+00:00,2912.35498046875,2896.719970703125,2912.35498046875,2896.719970703125
2022-03-01 11:00:00+00:00,2915.5673828125,2913.630126953125,2916.265625,2913.560546875
2022-03-01 11:15:00+00:00,2917.070556640625,2915.5205078125,2921.633056640625,2915.4169921875
2022-03-01 11:30:00+00:00,2903.3076171875,2913.549560546875,2913.549560546875,2903.3076171875
2022-03-01 11:45:00+00:00,2899.291259765625,2900.2529296875,2900.2529296875,2895.227294921875
2022-03-01 12:00:00+00:00,2911.197265625,2900.11962890625,2911.197265625,2900.11962890625
2022-03-01 12:15:00+00:00,2941.16064453125,2913.3916015625,2942.2509765625,2913.3916015625
2022-03-01 12:30:00+00:00,2928.492919921875,2942.04736328125,2942.542724609375,2924.955078125
2022-03-01 12:45:00+00:00,2943.53515625,2928.56494140625,2943.53515625,2928.56494140625
2022-03-01 13:00:00+00:00,2974.99951171875,2943.85302734375,2975.236328125,2943.85302734375
2022-03-01 13:15:00+00:00,2965.594970703125,2973.140869140625,2973.16259765625,2962.881103515625
2022-03-01 13:30:00+00:00,2986.47802734375,2967.056396484375,2990.97314453125,2967.056396484375
2022-03-01 13:45:00+00:00,3021.245361328125,2987.4765625,3021.245361328125,2987.4765625
2022-03-01 14:00:00+00:00,3025.547119140625,3016.093505859375,3029.651611328125,3016.093505859375
2022-03-01 14:15:00+00:00,3018.925537109375,3025.074462890625,3027.9814453125,3017.237548828125
2022-03-01 14:30:00+00:00,2994.624755859375,3017.01220703125,3017.01220703125,2986.644775390625
