Datetime,Close,Open,High,Low
2022-01-30 17:30:00+00:00,0.14131829142570496,0.14118364453315735,0.14131829142570496,0.14118364453315735
2022-01-30 17:45:00+00:00,0.14128918945789337,0.14133073389530182,0.14141163229942322,0.14128918945789337
2022-01-30 18:00:00+00:00,0.1413538157939911,0.14129602909088135,0.1413538157939911,0.14123979210853577
2022-01-30 18:15:00+00:00,0.14125420153141022,0.14135487377643585,0.14144235849380493,0.14121313393115997
2022-01-30 18:30:00+00:00,0.14110206067562103,0.1412685513496399,0.14126867055892944,0.14110206067562103
2022-01-30 18:45:00+00:00,0.14105409383773804,0.14110790193080902,0.14118355512619019,0.14102362096309662
2022-01-30 19:00:00+00:00,0.13969580829143524,0.14106051623821259,0.14106129109859467,0.13961640000343323
2022-01-30 19:15:00+00:00,0.13938523828983307,0.13967540860176086,0.13967540860176086,0.13938523828983307
2022-01-30 19:30:00+00:00,0.13933737576007843,0.1393575817346573,0.1393575817346573,0.1391846090555191
2022-01-30 19:45:00+00:00,0.1393899768590927,0.13933145999908447,0.13947094976902008,0.1393018364906311
2022-01-30 20:00:00+00:00,0.1394684612751007,0.13942234218120575,0.139628067612648,0.13920576870441437
2022-01-30 20:15:00+00:00,0.13995619118213654,0.1396060734987259,0.13999837636947632,0.1396060734987259
2022-01-30 20:30:00+00:00,0.1397254467010498,0.13995371758937836,0.13995371758937836,0.13971854746341705
2022-01-30 20:45:00+00:00,0.13956686854362488,0.13964234292507172,0.13964234292507172,0.13942688703536987
2022-01-30 21:00:00+00:00,0.13937044143676758,0.1395735740661621,0.1395735740661621,0.13937044143676758
2022-01-30 21:15:00+00:00,0.1387569159269333,0.1393502652645111,0.1393502652645111,0.13875426352024078
2022-01-30 21:30:00+00:00,0.13924291729927063,0.13877172768115997,0.13924868404865265,0.13876751065254211
2022-01-30 21:45:00+00:00,0.13917440176010132,0.13926199078559875,0.13938723504543304,0.13909420371055603
2022-01-30 22:00:00+00:00,0.13928669691085815,0.13919112086296082,0.13949981331825256,0.13919112086296082
2022-01-30 22:15:00+00:00,0.13949085772037506,0.13928498327732086,0.13949280977249146,0.13918082416057587
2022-01-30 22:30:00+00:00,0.13943947851657867,0.13947977125644684,0.13947977125644684,0.13943594694137573
2022-01-30 22:45:00+00:00,0.13966356217861176,0.1394200176000595,0.13966594636440277,0.13936828076839447
2022-01-30 23:00:00+00:00,0.14025002717971802,0.13967415690422058,0.14025002717971802,0.1396680474281311
2022-01-30 23:15:00+00:00,0.1400170922279358,0.14030592143535614,0.14035189151763916,0.13997213542461395
2022-01-30 23:30:00+00:00,0.1397632658481598,0.1400192230939865,0.14012371003627777,0.1397632658481598
2022-01-30 23:45:00+00:00,0.13946868479251862,0.13977321982383728,0.13977444171905518,0.13946868479251862
2022-01-31 00:00:00+00:00,0.13879196345806122,0.13946948945522308,0.13953615725040436,0.13877908885478973
