,Date,Price
0,2021-11-01,47875.4163
1,2021-11-02,47879.8647
2,2021-11-03,64304.1302
3,2021-11-04,56907.9286
4,2021-11-05,62260.3984
5,2021-11-06,54246.5513
6,2021-11-07,62260.3984
7,2021-11-08,47875.4163
8,2021-11-09,47879.8647
9,2021-11-10,55046.8447
10,2021-11-11,55826.7948
11,2021-11-12,55167.206
12,2021-11-13,61293.5868
13,2021-11-14,48639.7706
