,Date,Price
0,2021-11-01,4305.455
1,2021-11-02,4305.455
2,2021-11-03,4305.455
3,2021-11-04,4600.5943
4,2021-11-05,4587.0561
5,2021-11-06,4265.1476
6,2021-11-07,4250.3241
7,2021-11-08,4060.6251
8,2021-11-09,4060.6251
