Datetime,Close,Open,High,Low
2022-01-31 01:30:00+00:00,36931.28515625,36876.97265625,36932.2578125,36876.97265625
2022-01-31 01:45:00+00:00,36849.36328125,36927.75,36927.75,36845.5390625
2022-01-31 02:00:00+00:00,36853.546875,36848.3203125,36853.546875,36733.57421875
2022-01-31 02:15:00+00:00,36920.03515625,36855.328125,36925.15625,36855.328125
2022-01-31 02:30:00+00:00,36972.93359375,36898.63671875,36972.93359375,36898.63671875
2022-01-31 02:45:00+00:00,37000.3515625,36976.76171875,37000.3515625,36967.234375
2022-01-31 03:00:00+00:00,37038.6640625,37000.0,37039.7421875,36968.765625
2022-01-31 03:15:00+00:00,37030.68359375,37038.03125,37040.0234375,37008.5625
2022-01-31 03:30:00+00:00,36997.21875,37030.38671875,37030.38671875,36996.296875
2022-01-31 03:45:00+00:00,37031.26171875,37006.67578125,37033.90234375,37006.67578125
2022-01-31 04:00:00+00:00,36987.2421875,37034.46484375,37034.46484375,36966.22265625
2022-01-31 04:15:00+00:00,36931.24609375,36987.26171875,36995.46484375,36918.91796875
2022-01-31 04:30:00+00:00,36950.11328125,36916.328125,36955.484375,36882.875
2022-01-31 04:45:00+00:00,36918.24609375,36952.453125,36960.8046875,36917.66015625
2022-01-31 05:00:00+00:00,36904.23046875,36918.75,36950.8125,36900.20703125
2022-01-31 05:15:00+00:00,36916.671875,36905.80078125,36931.84765625,36892.8984375
2022-01-31 05:30:00+00:00,36988.70703125,36915.23046875,36989.09375,36915.23046875
2022-01-31 05:45:00+00:00,37013.8515625,36992.546875,37017.28515625,36992.546875
2022-01-31 06:00:00+00:00,37018.8515625,37011.73046875,37024.16796875,36986.203125
2022-01-31 06:15:00+00:00,37047.4765625,37021.91796875,37047.4765625,37021.35546875
2022-01-31 06:30:00+00:00,37009.859375,37048.2890625,37063.2578125,37000.16015625
2022-01-31 06:45:00+00:00,36990.98828125,37010.9296875,37025.78515625,36990.98828125
2022-01-31 07:00:00+00:00,36974.39453125,36979.71484375,37011.6796875,36940.62109375
2022-01-31 07:15:00+00:00,37041.3046875,36970.3984375,37041.3046875,36970.3984375
2022-01-31 07:30:00+00:00,37134.86328125,37043.85546875,37134.86328125,37041.015625
2022-01-31 07:45:00+00:00,37127.3671875,37137.9296875,37163.21484375,37118.7109375
2022-01-31 08:00:00+00:00,37173.26171875,37129.2578125,37173.26171875,37129.2578125
2022-01-31 08:15:00+00:00,37166.12109375,37170.05859375,37183.12890625,37142.68359375
2022-01-31 08:30:00+00:00,37175.01953125,37167.640625,37180.70703125,37160.265625
2022-01-31 08:45:00+00:00,37150.6015625,37175.1953125,37175.1953125,37140.80078125
2022-01-31 09:00:00+00:00,37125.30078125,37154.40234375,37154.40234375,37121.046875
2022-01-31 09:15:00+00:00,37154.52734375,37126.44921875,37154.52734375,37126.44921875
2022-01-31 09:30:00+00:00,37235.6875,37152.765625,37235.6875,37145.0
2022-01-31 09:45:00+00:00,37221.88671875,37230.4765625,37230.4765625,37212.94921875
2022-01-31 10:00:00+00:00,37205.8125,37225.01953125,37225.43359375,37205.8125
2022-01-31 10:15:00+00:00,37201.06640625,37205.9375,37205.9375,37189.73046875
2022-01-31 10:30:00+00:00,37202.86328125,37199.8828125,37208.02734375,37188.53515625
2022-01-31 10:45:00+00:00,37304.4375,37204.3984375,37304.4375,37204.3984375
2022-01-31 11:00:00+00:00,37239.8046875,37298.62890625,37306.1953125,37239.8046875
2022-01-31 11:15:00+00:00,37197.77734375,37239.5390625,37257.4296875,37196.38671875
2022-01-31 11:30:00+00:00,37124.9921875,37197.22265625,37197.22265625,37123.73828125
2022-01-31 11:45:00+00:00,37259.51953125,37108.875,37264.92578125,37003.93359375
2022-01-31 12:00:00+00:00,37058.18359375,37266.359375,37344.72265625,37058.18359375
2022-01-31 12:15:00+00:00,36994.33203125,37063.52734375,37063.52734375,36945.41015625
2022-01-31 12:30:00+00:00,37019.7578125,36999.27734375,37101.203125,36990.6015625
2022-01-31 12:45:00+00:00,37090.328125,37021.25390625,37090.328125,37005.7578125
2022-01-31 13:00:00+00:00,37043.890625,37090.16796875,37090.16796875,36947.98046875
2022-01-31 13:15:00+00:00,37068.01171875,37038.8671875,37076.859375,37038.8671875
2022-01-31 13:30:00+00:00,37253.66015625,37079.76953125,37253.66015625,37079.76953125
2022-01-31 13:45:00+00:00,37278.265625,37287.25390625,37298.08203125,37264.89453125
2022-01-31 14:00:00+00:00,37331.1015625,37276.27734375,37331.1015625,37259.84765625
2022-01-31 14:15:00+00:00,37313.1015625,37327.5859375,37337.6796875,37310.87890625
2022-01-31 14:30:00+00:00,37428.88671875,37315.62109375,37435.5859375,37296.37890625
2022-01-31 14:45:00+00:00,37441.75390625,37429.328125,37446.07421875,37299.58984375
2022-01-31 15:00:00+00:00,37736.5625,37445.23046875,37740.828125,37445.23046875
2022-01-31 15:15:00+00:00,37792.6171875,37729.55078125,37827.1484375,37715.33203125
2022-01-31 15:30:00+00:00,37783.5390625,37777.61328125,37783.5390625,37726.29296875
2022-01-31 15:45:00+00:00,37753.953125,37793.6015625,37842.703125,37753.953125
2022-01-31 16:00:00+00:00,37891.62890625,37746.63671875,37898.703125,37738.640625
2022-01-31 16:15:00+00:00,37875.75,37895.01953125,37916.390625,37862.65234375
2022-01-31 16:30:00+00:00,37976.046875,37871.0859375,37976.046875,37848.92578125
2022-01-31 16:45:00+00:00,38266.07421875,37976.078125,38266.07421875,37974.05078125
2022-01-31 17:00:00+00:00,38399.76171875,38259.17578125,38399.76171875,38182.40625
2022-01-31 17:15:00+00:00,38400.26953125,38402.07421875,38490.11328125,38377.26953125
2022-01-31 17:30:00+00:00,38303.40234375,38394.55859375,38394.55859375,38303.40234375
