Datetime,Close,Open,High,Low
2022-01-30 17:30:00+00:00,37967.80078125,37958.81640625,37967.80078125,37958.7421875
2022-01-30 17:45:00+00:00,37986.21875,37968.421875,37992.9140625,37960.67578125
2022-01-30 18:00:00+00:00,38027.73828125,37987.34765625,38030.84765625,37987.34765625
2022-01-30 18:15:00+00:00,37960.8671875,38028.08984375,38030.26171875,37951.3359375
2022-01-30 18:30:00+00:00,37890.72265625,37962.875,37964.265625,37890.72265625
2022-01-30 18:45:00+00:00,37877.59375,37890.33203125,37923.79296875,37877.59375
2022-01-30 19:00:00+00:00,37612.171875,37879.0546875,37879.0546875,37594.28515625
2022-01-30 19:15:00+00:00,37611.0234375,37606.23046875,37653.53515625,37587.1484375
2022-01-30 19:30:00+00:00,37580.33984375,37594.453125,37594.6796875,37535.63671875
2022-01-30 19:45:00+00:00,37540.94921875,37581.1015625,37593.3046875,37539.51171875
2022-01-30 20:00:00+00:00,37504.05078125,37547.09765625,37570.3515625,37437.7109375
2022-01-30 20:15:00+00:00,37695.2734375,37539.78515625,37721.24609375,37539.78515625
2022-01-30 20:30:00+00:00,37688.453125,37694.7109375,37694.7109375,37659.8203125
2022-01-30 20:45:00+00:00,37697.08203125,37659.3984375,37697.69140625,37633.0234375
2022-01-30 21:00:00+00:00,37682.15234375,37694.37109375,37709.94140625,37682.15234375
2022-01-30 21:15:00+00:00,37555.8125,37678.2578125,37678.2578125,37552.03515625
2022-01-30 21:30:00+00:00,37685.25390625,37556.38671875,37685.93359375,37552.79296875
2022-01-30 21:45:00+00:00,37729.38671875,37688.5703125,37735.03515625,37688.5703125
2022-01-30 22:00:00+00:00,37718.9453125,37726.42578125,37781.53125,37718.9453125
2022-01-30 22:15:00+00:00,37749.42578125,37722.01953125,37757.84765625,37710.921875
2022-01-30 22:30:00+00:00,37717.70703125,37746.1640625,37746.1640625,37709.7421875
2022-01-30 22:45:00+00:00,37795.13671875,37696.96484375,37795.91015625,37664.82421875
2022-01-30 23:00:00+00:00,38128.48828125,37795.47265625,38128.48828125,37795.47265625
2022-01-30 23:15:00+00:00,38047.62890625,38144.79296875,38168.015625,38032.7109375
2022-01-30 23:30:00+00:00,37945.796875,38049.09375,38066.0703125,37945.796875
2022-01-30 23:45:00+00:00,37920.46484375,37950.75,37956.8125,37912.2421875
2022-01-31 00:00:00+00:00,37773.3984375,37920.28125,37923.3984375,37771.9140625
2022-01-31 00:15:00+00:00,37695.703125,37769.765625,37769.765625,37695.703125
2022-01-31 00:30:00+00:00,37537.796875,37702.07421875,37714.77734375,37537.796875
2022-01-31 00:45:00+00:00,36977.82421875,37520.640625,37520.640625,36962.6953125
2022-01-31 01:00:00+00:00,36919.25390625,36967.20703125,36979.5703125,36919.25390625
2022-01-31 01:15:00+00:00,36865.22265625,36923.41796875,36923.41796875,36857.04296875
