2.113630000000000023e-03,2.086581000000000113e-03,2.170760999999999784e-03,2.050909000000000065e-03,1.600000000000000000e+01,6.100000000000000000e+01,5.000000000000000000e+00
2.402521999999999817e-03,2.383478000000000072e-03,2.417036999999999918e-03,2.339814999999999864e-03,1.200000000000000000e+01,5.100000000000000000e+01,5.000000000000000000e+00
2.353707999999999929e-03,2.404663999999999933e-03,2.407869999999999889e-03,2.320463999999999947e-03,1.300000000000000000e+01,4.300000000000000000e+01,5.000000000000000000e+00
2.397343000000000130e-03,2.401162999999999995e-03,2.490458000000000081e-03,2.341825000000000070e-03,1.300000000000000000e+01,4.700000000000000000e+01,6.000000000000000000e+00
2.337325999999999813e-03,2.382331000000000119e-03,2.386394000000000015e-03,2.256181999999999806e-03,1.700000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+00
2.035353000000000162e-03,1.982175999999999990e-03,2.050693000000000134e-03,1.953808000000000020e-03,1.200000000000000000e+01,4.500000000000000000e+01,5.000000000000000000e+00
2.051001000000000213e-03,2.029054000000000187e-03,2.075524000000000032e-03,1.967048999999999794e-03,1.200000000000000000e+01,3.700000000000000000e+01,5.000000000000000000e+00
2.272797999999999919e-03,2.244691999999999955e-03,2.284494000000000195e-03,2.177230000000000051e-03,1.300000000000000000e+01,4.100000000000000000e+01,5.000000000000000000e+00
2.434547000000000013e-03,2.397383999999999800e-03,2.445575000000000179e-03,2.332104000000000208e-03,1.100000000000000000e+01,4.700000000000000000e+01,6.000000000000000000e+00
2.510178999999999969e-03,2.492803000000000033e-03,2.560745000000000122e-03,2.411905000000000212e-03,1.800000000000000000e+01,6.100000000000000000e+01,5.000000000000000000e+00
1.982175999999999990e-03,2.050849999999999895e-03,2.055195000000000112e-03,1.948695000000000071e-03,1.300000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+00
2.135763000000000158e-03,2.130012000000000138e-03,2.251420999999999978e-03,2.046235999999999888e-03,1.200000000000000000e+01,5.700000000000000000e+01,5.000000000000000000e+00
2.188044000000000100e-03,2.115028000000000134e-03,2.243966999999999924e-03,2.092372999999999802e-03,1.500000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+00
2.492531000000000087e-03,2.336838999999999843e-03,2.537553000000000118e-03,2.300017000000000120e-03,1.700000000000000000e+01,4.400000000000000000e+01,5.000000000000000000e+00
2.401150999999999806e-03,2.348611999999999922e-03,2.427377000000000094e-03,2.347611999999999789e-03,1.200000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+00
2.274632999999999863e-03,2.245677000000000176e-03,2.302218999999999880e-03,2.196870000000000073e-03,1.000000000000000000e+01,3.700000000000000000e+01,6.000000000000000000e+00
2.129925999999999868e-03,2.113825000000000166e-03,2.196553999999999868e-03,2.100727000000000150e-03,1.200000000000000000e+01,4.300000000000000000e+01,5.000000000000000000e+00
2.383310000000000029e-03,2.295685999999999907e-03,2.505745000000000194e-03,2.294284000000000167e-03,1.300000000000000000e+01,4.100000000000000000e+01,5.000000000000000000e+00
2.028956000000000162e-03,2.024719999999999819e-03,2.033996000000000155e-03,1.965274999999999835e-03,8.000000000000000000e+00,6.600000000000000000e+01,5.000000000000000000e+00
2.144193999999999874e-03,2.208616000000000051e-03,2.251590999999999836e-03,2.128737999999999811e-03,1.400000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+00
2.059965999999999881e-03,2.035349000000000099e-03,2.102834000000000040e-03,1.997609999999999924e-03,1.500000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+00
