1.667218659000000116e+02,1.609179032000000120e+02,1.675504986999999915e+02,1.591773129000000040e+02,2.120000000000000000e+02,1.370000000000000000e+02,5.000000000000000000e+00
1.639372080999999923e+02,1.663027404000000047e+02,1.672172213999999997e+02,1.581935886999999923e+02,2.440000000000000000e+02,1.940000000000000000e+02,5.000000000000000000e+00
1.431316008999999951e+02,1.352739362000000085e+02,1.435312380000000019e+02,1.347410752000000116e+02,2.020000000000000000e+02,1.720000000000000000e+02,5.000000000000000000e+00
1.660633100999999954e+02,1.766578849999999932e+02,1.778974234000000081e+02,1.616662374000000000e+02,2.230000000000000000e+02,1.690000000000000000e+02,5.000000000000000000e+00
1.439369169999999940e+02,1.453010869000000014e+02,1.469424926000000085e+02,1.421317501999999990e+02,3.110000000000000000e+02,2.110000000000000000e+02,5.000000000000000000e+00
1.329708331999999871e+02,1.270556009000000017e+02,1.346841516000000070e+02,1.254814193999999929e+02,1.540000000000000000e+02,1.710000000000000000e+02,5.000000000000000000e+00
1.690544916000000057e+02,1.673736340000000098e+02,1.699529091999999935e+02,1.641286408999999935e+02,2.400000000000000000e+02,1.830000000000000000e+02,5.000000000000000000e+00
1.452809937000000104e+02,1.430715231000000074e+02,1.457229896999999994e+02,1.417851072999999928e+02,2.120000000000000000e+02,1.920000000000000000e+02,5.000000000000000000e+00
1.735481484000000023e+02,1.698014550000000042e+02,1.742348637999999994e+02,1.695018640000000119e+02,2.370000000000000000e+02,1.680000000000000000e+02,5.000000000000000000e+00
1.421334139999999877e+02,1.431324735999999973e+02,1.453194576999999867e+02,1.389961843000000101e+02,2.260000000000000000e+02,1.500000000000000000e+02,5.000000000000000000e+00
1.862620413999999869e+02,1.735603846999999860e+02,1.863123396000000014e+02,1.705479944999999873e+02,2.130000000000000000e+02,1.920000000000000000e+02,5.000000000000000000e+00
1.609178680999999926e+02,1.628065024999999935e+02,1.637269775000000038e+02,1.573198027999999908e+02,2.050000000000000000e+02,1.190000000000000000e+02,5.000000000000000000e+00
1.270556009000000017e+02,1.298863431000000048e+02,1.306324406999999894e+02,1.261302469000000031e+02,2.020000000000000000e+02,1.780000000000000000e+02,5.000000000000000000e+00
1.626714167000000089e+02,1.671518145999999945e+02,1.678245545999999990e+02,1.588187963999999965e+02,1.780000000000000000e+02,1.960000000000000000e+02,5.000000000000000000e+00
1.715889768000000117e+02,1.639370120000000099e+02,1.740779172999999957e+02,1.619930600000000140e+02,2.510000000000000000e+02,2.010000000000000000e+02,5.000000000000000000e+00
1.665383399000000111e+02,1.638406104000000028e+02,1.716563008999999909e+02,1.588671804999999893e+02,2.180000000000000000e+02,2.060000000000000000e+02,5.000000000000000000e+00
1.338206207000000063e+02,1.329703016999999932e+02,1.355848145999999872e+02,1.323263511000000108e+02,1.680000000000000000e+02,1.360000000000000000e+02,5.000000000000000000e+00
1.348342522000000088e+02,1.338167910999999890e+02,1.381953579999999988e+02,1.335430079999999862e+02,2.350000000000000000e+02,1.570000000000000000e+02,5.000000000000000000e+00
1.671518345000000068e+02,1.690544204999999920e+02,1.711612131999999917e+02,1.656820816000000036e+02,2.140000000000000000e+02,1.890000000000000000e+02,5.000000000000000000e+00
1.767004340000000013e+02,1.715958832000000029e+02,1.791611163000000033e+02,1.649857580000000041e+02,2.530000000000000000e+02,1.520000000000000000e+02,5.000000000000000000e+00
1.298873633000000041e+02,1.287216211999999871e+02,1.326791742999999997e+02,1.282703839000000130e+02,1.760000000000000000e+02,1.900000000000000000e+02,5.000000000000000000e+00
